QTY: 180 | UNIT: g | NAME: poulet
QTY: 35 | UNIT: ml | NAME: jus d'orange
QTY: 50 | UNIT: g | NAME: groseilles
QTY: 20 | UNIT: cl | NAME: lait de coco
QTY: 1 | UNIT: pots | NAME: muesli
QTY: 12 | UNIT: unité(s) | NAME: tomates séchées à l'huile
QTY: 1 | UNIT: unité(s) | NAME: yaourts ou 20 cl de crème légère
QTY: 1 | UNIT: unité(s) | NAME: petites boîtes de poire au sirop
QTY: 1/2 | UNIT: cuillères à café | NAME: thym séché
QTY: N/A | UNIT: cuillère | NAME: sirop d'érable et de graines de sésame
QTY: 300 | UNIT: g | NAME: potimarron
QTY: 30 | UNIT: unité(s) | NAME: carambars©
QTY: 300 | UNIT: g | NAME: fraises
QTY: 50 | UNIT: g | NAME: tome de brebis
QTY: 40 | UNIT: g | NAME: noix de coco en poudre
QTY: 2 | UNIT: unité(s) | NAME: blancs de poulet fermier
QTY: 40 | UNIT: g | NAME: beurre salé
QTY: 50 | UNIT: g | NAME: crème
QTY: 1 | UNIT: tasses | NAME: farine de blé complet
QTY: 1/4 | UNIT: cuillères à café | NAME: muscade
QTY: 100 | UNIT: g | NAME: pralinoise
QTY: 100 | UNIT: g | NAME: noix de coco rapée
QTY: N/A | UNIT: unité(s) | NAME: moules à mini-muffins
QTY: 1/2 | UNIT: cuillères à café | NAME: cannelle
QTY: 100 | UNIT: g | NAME: myrtilles fraîches
QTY: 2 | UNIT: cuillères à soupe | NAME: persil
QTY: 11 | UNIT: g | NAME: levure chimique
QTY: 4 | UNIT: tranches | NAME: saumon fumé bon marché
QTY: 3 | UNIT: cuillères à soupe | NAME: café instantanné
QTY: 5 | UNIT: cuillères à soupe | NAME: huile
QTY: 4 | UNIT: unité(s) | NAME: crème de coco
QTY: 6 | UNIT: unité(s) | NAME: fraises
QTY: N/A | UNIT: unité(s) | NAME: muesli
QTY: 1/2 | UNIT: cuillères à café | NAME: paprika
QTY: 200 | UNIT: g | NAME: groseilles
QTY: 165 | UNIT: g | NAME: farine
QTY: 2 | UNIT: unité(s) | NAME: bananes bien mûres
QTY: 50 | UNIT: g | NAME: fromage blanc 5% MG
QTY: 250 | UNIT: g | NAME: farine
QTY: 1 | UNIT: unité(s) | NAME: oeufs entier
QTY: 100 | UNIT: g | NAME: cheddar
QTY: 75 | UNIT: g | NAME: raisins secs
QTY: 1 | UNIT: cuillères à café | NAME: sirop d'érable
QTY: 200 | UNIT: g | NAME: sucre cristallisé
QTY: 1/3 | UNIT: sachets | NAME: levure chimique
QTY: 1 | UNIT: cuillères à café | NAME: rases de bicarbonate
QTY: 80 | UNIT: g | NAME: beurre tendre
QTY: 2 | UNIT: cuillères à café | NAME: caramel liquide
QTY: 1 | UNIT: cuillères à soupe | NAME: arôme fleur d'oranger
QTY: 3 | UNIT: unité(s) | NAME: feuilles de basilic
QTY: 2 | UNIT: pots | NAME: yaourt de farine
QTY: N/A | UNIT: unité(s) | NAME: amandes
QTY: 2 | UNIT: cuillères à soupe | NAME: huile
QTY: 3 | UNIT: cuillères à soupe | NAME: crème fraîche liquide
QTY: 5 | UNIT: unité(s) | NAME: pommes
QTY: 8 | UNIT: cl | NAME: rhum
QTY: 2 | UNIT: unité(s) | NAME: crème
QTY: 1.75 | UNIT: pots | NAME: sucre en poudre
QTY: 100 | UNIT: g | NAME: nappage chocolat
QTY: 6 | UNIT: cl | NAME: Liqueur de crème de whisky
QTY: 1 | UNIT: cuillères | NAME: beurre d'érable ou de beurre
QTY: 3 | UNIT: unité(s) | NAME: demis de poire au sirop
QTY: 150 | UNIT: g | NAME: carotte râpées
QTY: 20 | UNIT: g | NAME: sucre en poudre
QTY: 25 | UNIT: g | NAME: chocolat noir dessert dans le quel on taillera des pépites grossières
QTY: 100 | UNIT: g | NAME: bleu
QTY: 20 | UNIT: g | NAME: pépites de chocolat
QTY: 80 | UNIT: g | NAME: flocons d'avoine
QTY: 50 | UNIT: g | NAME: noisettes
QTY: 70 | UNIT: g | NAME: compote de pomme
QTY: 80 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: unité(s) | NAME: demi pots d'huile
QTY: 110 | UNIT: unité(s) | NAME: sucre
QTY: 1/2 | UNIT: sachets | NAME: sucre vanillé
QTY: N/A | UNIT: unité(s) | NAME: glaçage sucre glace, le jus d’1 citron, gelée de groseilles
QTY: 75 | UNIT: g | NAME: beurre fondu
QTY: 25 | UNIT: cl | NAME: lait
QTY: 30 | UNIT: ml | NAME: levure chimique
QTY: 12.5 | UNIT: cl | NAME: yaourt nature
QTY: 165 | UNIT: g | NAME: sucre roux
QTY: 100 | UNIT: ml | NAME: lait
QTY: 4 | UNIT: cuillères à soupe | NAME: fruits aux choix
QTY: 10 | UNIT: g | NAME: maïzena
QTY: 100 | UNIT: g | NAME: lardons ) de volaille
QTY: N/A | UNIT: unité(s) | NAME: zeste de pamplemousse
QTY: 1 | UNIT: cuillères à café | NAME: thé matcha
QTY: 40 | UNIT: g | NAME: beurre
QTY: 1/2 | UNIT: cuillères à café | NAME: bicarbonate alimentaire
QTY: 1 | UNIT: cuillères à soupe | NAME: chouchen
QTY: 125 | UNIT: g | NAME: lait de coco
QTY: 1 | UNIT: cuillères à café | NAME: extrait de vanille ou un sachet de sucre vanillé
QTY: 75 | UNIT: g | NAME: gruyère
QTY: 1/2 | UNIT: unité(s) | NAME: papayes
QTY: 1 | UNIT: cuillères | NAME: mayonnaise
QTY: 3 | UNIT: cuillères à café | NAME: eau chaude
QTY: 25 | UNIT: cl | NAME: lait écrémé
QTY: 10 | UNIT: cl | NAME: huile
QTY: 15 | UNIT: unité(s) | NAME: châtaignes au naturel en bocal
QTY: 1/2 | UNIT: cuillères à café | NAME: cumin en poudre
QTY: 1 | UNIT: pots | NAME: fromage blanc
QTY: 250 | UNIT: g | NAME: farine de blé ou de riz
QTY: 100 | UNIT: g | NAME: beurre tendre
QTY: 1 | UNIT: unité(s) | NAME: paquets de chocolat
QTY: 70 | UNIT: g | NAME: beurre tendre
QTY: 30 | UNIT: g | NAME: feta
QTY: 50 | UNIT: g | NAME: amandes en poudre
QTY: 3 | UNIT: cuillères à soupe | NAME: fécule de maïs
QTY: 1 | UNIT: unité(s) | NAME: poireaux
QTY: 1 | UNIT: pincées | NAME: poivre noir
QTY: 1 | UNIT: cuillères à café | NAME: amandes amère
QTY: 300 | UNIT: g | NAME: maïs
QTY: 125 | UNIT: g | NAME: chocolat
QTY: 125 | UNIT: ml | NAME: lait de coco
QTY: 2 | UNIT: cuillères | NAME: mascarpone
QTY: 10 | UNIT: g | NAME: beurre
QTY: 4 | UNIT: cuillères à café | NAME: beurre fondu ou d'huile
QTY: 12 | UNIT: unité(s) | NAME: moules à muffins
QTY: 100 | UNIT: g | NAME: biscuit rose de Reims
QTY: 20 | UNIT: g | NAME: blé
QTY: 2 | UNIT: unité(s) | NAME: courgettes
QTY: 120 | UNIT: g | NAME: amandes en poudre
QTY: 90 | UNIT: g | NAME: sucre en poudre
QTY: 60 | UNIT: g | NAME: amandes en poudre
QTY: 25 | UNIT: ml | NAME: huile
QTY: 1 | UNIT: cuillères à soupe | NAME: pavot
QTY: 75 | UNIT: ml | NAME: lait
QTY: 2 | UNIT: unité(s) | NAME: patates douces
QTY: 150 | UNIT: g | NAME: bûche de chèvre
QTY: 2 | UNIT: unité(s) | NAME: poires type Comice
QTY: 3 | UNIT: cuillères à soupe | NAME: lait
QTY: 1 | UNIT: cuillères à café | NAME: cannelle
QTY: 12 | UNIT: unité(s) | NAME: carrés de chocolat blanc
QTY: N/A | UNIT: unité(s) | NAME: myrtilles surgelées ou autres
QTY: N/A | UNIT: unité(s) | NAME: mélange 4 épices
QTY: 8 | UNIT: cl | NAME: lait de soja
QTY: 40 | UNIT: g | NAME: sucre de canne non raffiné
QTY: 1 | UNIT: pots | NAME: yaourt
QTY: 35 | UNIT: g | NAME: beurre fondu
QTY: 2 | UNIT: unité(s) | NAME: poires ou 2 bananes
QTY: 80 | UNIT: g | NAME: olives vertes égouttées
QTY: 1 | UNIT: unité(s) | NAME: grosses pincées de fleur de sel
QTY: 25 | UNIT: cl | NAME: lait de soja
QTY: 60 | UNIT: g | NAME: Noix concassée
QTY: 3 | UNIT: unité(s) | NAME: bananes
QTY: N/A | UNIT: unité(s) | NAME: thym frais
QTY: 6 | UNIT: tranches | NAME: pain brioché
QTY: 100 | UNIT: g | NAME: polenta
QTY: 8 | UNIT: cuillères à café | NAME: pâte à tartiner
QTY: 140 | UNIT: g | NAME: farine complète
QTY: 2 | UNIT: cuillères à soupe | NAME: noix cassées
QTY: 1 | UNIT: tasses | NAME: tomate
QTY: 150 | UNIT: g | NAME: farine à gâteaux
QTY: 4 | UNIT: cl | NAME: rhum brun
QTY: N/A | UNIT: unité(s) | NAME: vermicelles de décoration
QTY: 50 | UNIT: g | NAME: sucre semoule
QTY: 60 | UNIT: g | NAME: beurre pour la pâte à muffin
QTY: 3 | UNIT: unité(s) | NAME: oeufs moyens
QTY: 2 | UNIT: cuillères à soupe | NAME: olives noires au thym et à la sarriette, la grossane
QTY: 150 | UNIT: g | NAME: fécule de maïs
QTY: 30 | UNIT: cl | NAME: lait écrémé
QTY: 12 | UNIT: unité(s) | NAME: carrés de chocolat blanc ou 24 petits
QTY: 40 | UNIT: g | NAME: miel
QTY: 1.5 | UNIT: pots | NAME: farine
QTY: 50 | UNIT: g | NAME: farine de blé entier
QTY: 155 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: unité(s) | NAME: levure chimique
QTY: 4 | UNIT: unité(s) | NAME: pains à muffin
QTY: N/A | UNIT: unité(s) | NAME: moules à muffin individuels
QTY: 3/4 | UNIT: pots | NAME: amandes en poudre
QTY: 1 | UNIT: unité(s) | NAME: plaques de chocolat
QTY: 200 | UNIT: g | NAME: pralinoise pour dessert
QTY: 100 | UNIT: g | NAME: flocons d'avoine
QTY: 30 | UNIT: unité(s) | NAME: cerises griottes
QTY: 5 | UNIT: ml | NAME: cannelle
QTY: 70 | UNIT: g | NAME: sucre roux
QTY: 75 | UNIT: g | NAME: beurre extra-fin coupé en dés
QTY: 1 | UNIT: unité(s) | NAME: petits pots de Nutella
QTY: 1 | UNIT: cuillères à soupe | NAME: crème
QTY: 1 | UNIT: unité(s) | NAME: demis de levure sachet
QTY: 4 | UNIT: unité(s) | NAME: petits suisses
QTY: 200 | UNIT: g | NAME: lardons
QTY: 1 | UNIT: sachets | NAME: levure chimique avec ou sans gluten
QTY: 150 | UNIT: g | NAME: beurre
QTY: 70 | UNIT: g | NAME: sucre
QTY: 400 | UNIT: g | NAME: purée de citrouille bien égouttée
QTY: 50 | UNIT: g | NAME: sucre de canne
QTY: 1 | UNIT: pots | NAME: confiture
QTY: 1 | UNIT: cuillères à café | NAME: gingembre moulu
QTY: 90 | UNIT: g | NAME: avoine
QTY: 37.5 | UNIT: cl | NAME: pomme coupée en petits dés
QTY: 50 | UNIT: g | NAME: lardons
QTY: 170 | UNIT: g | NAME: farine
QTY: 45 | UNIT: g | NAME: gruyère
QTY: 75 | UNIT: g | NAME: olives noires
QTY: 160 | UNIT: g | NAME: beurre fondu
QTY: 4 | UNIT: unité(s) | NAME: pommes
QTY: 3 | UNIT: cuillères à café | NAME: levure chimique
QTY: 60 | UNIT: g | NAME: cassonade
QTY: 1 | UNIT: cuillères à soupe | NAME: extrait de vanille
QTY: 125 | UNIT: g | NAME: noisettes décortiquées entières
QTY: 2 | UNIT: unité(s) | NAME: petits suisses
QTY: 1 | UNIT: tranches | NAME: jambon blanc
QTY: 50 | UNIT: g | NAME: purée d'amande complète
QTY: 250 | UNIT: g | NAME: blette cuit, égoutté et pressé
QTY: 30 | UNIT: cl | NAME: lait de soja
QTY: 500 | UNIT: ml | NAME: lait
QTY: 4 | UNIT: unité(s) | NAME: demis de poire écrasées
QTY: 1 | UNIT: unité(s) | NAME: sucre
QTY: 80 | UNIT: g | NAME: chocolat noir
QTY: 15 | UNIT: g | NAME: levure chimique
QTY: 20 | UNIT: unité(s) | NAME: noisettes environ. Réduites en morceaux
QTY: 180 | UNIT: g | NAME: farine
QTY: 80 | UNIT: g | NAME: chocolat noir en carrés
QTY: N/A | UNIT: unité(s) | NAME: amandes effilées et des pignons
QTY: 50 | UNIT: g | NAME: cassonade brune
QTY: 10 | UNIT: cl | NAME: crème fraîche
QTY: 300 | UNIT: g | NAME: crème fraîche
QTY: 20 | UNIT: g | NAME: amandes en poudre
QTY: 3 | UNIT: cuillères à soupe | NAME: farine de châtaigne
QTY: 125 | UNIT: g | NAME: noisettes torréfiées
QTY: 1/2 | UNIT: unité(s) | NAME: sel
QTY: 75 | UNIT: g | NAME: maïzena
QTY: 1 | UNIT: pincées | NAME: sel et de poivre
QTY: 240 | UNIT: g | NAME: farine
QTY: 1 | UNIT: unité(s) | NAME: herbes de Provence
QTY: 3 | UNIT: pots | NAME: farine
QTY: 4 | UNIT: unité(s) | NAME: muffins
QTY: 2 | UNIT: cuillères à café | NAME: poudre à lever
QTY: 100 | UNIT: g | NAME: sucre en poudre
QTY: 200 | UNIT: g | NAME: gruyère râpé
QTY: 240 | UNIT: ml | NAME: lait
QTY: N/A | UNIT: unité(s) | NAME: curcuma
QTY: 8 | UNIT: g | NAME: levure chimique
QTY: 70 | UNIT: g | NAME: Parmesan
QTY: 2 | UNIT: unité(s) | NAME: oeufs
QTY: 1 | UNIT: sachets | NAME: sucre en grain
QTY: N/A | UNIT: unité(s) | NAME: coeur en sucre ou au chocolat, perles de sucre)
QTY: 8 | UNIT: unité(s) | NAME: asperges fraîches
QTY: 60 | UNIT: ml | NAME: huile de tournesol
QTY: 4 | UNIT: cuillères à soupe | NAME: lait
QTY: 265 | UNIT: g | NAME: farine avec levure incorporée
QTY: 250 | UNIT: g | NAME: farine complète
QTY: 1 | UNIT: unité(s) | NAME: poivrons rouges
QTY: 180 | UNIT: g | NAME: farine 1/2 blanche, 1/4 seigle, 1/4 sarrasin
QTY: 1 | UNIT: unité(s) | NAME: petites boîtes d'asperge vertes
QTY: 2 | UNIT: cuillères à soupe | NAME: sucre et d'eau
QTY: 1 | UNIT: unité(s) | NAME: brins de thym
QTY: 1 | UNIT: unité(s) | NAME: poignées de muesli
QTY: 50 | UNIT: g | NAME: chocolat blanc en pépites
QTY: 300 | UNIT: g | NAME: farine de blé
QTY: N/A | UNIT: unité(s) | NAME: sucre glace pour la décoration
QTY: 3 | UNIT: cuillères à soupe | NAME: café très fort
QTY: 2 | UNIT: cuillères à café | NAME: rases de curry
QTY: 2 | UNIT: cuillères à soupe | NAME: cassonade
QTY: 100 | UNIT: g | NAME: aubergine coupée en dés
QTY: 240 | UNIT: g | NAME: lait
QTY: 75 | UNIT: g | NAME: compote de pomme
QTY: 100 | UNIT: g | NAME: crottin de chèvre
QTY: 3 | UNIT: cuillères à soupe | NAME: édulcorant
QTY: 2 | UNIT: cuillères | NAME: à thé de sucre
QTY: 3 | UNIT: cuillères à soupe | NAME: noix de coco en poudre
QTY: 2 | UNIT: cuillères à soupe | NAME: olives vertes dénoyautées
QTY: 2 | UNIT: tranches | NAME: jambon cru
QTY: 150 | UNIT: g | NAME: emmental
QTY: 1 | UNIT: unité(s) | NAME: tomates cerise
QTY: 50 | UNIT: g | NAME: noisettes en purée
QTY: 70 | UNIT: g | NAME: chocolat blanc en petits morceaux
QTY: 125 | UNIT: g | NAME: beurre
QTY: 120 | UNIT: g | NAME: farine complète
QTY: 250 | UNIT: g | NAME: farine sans gluten
QTY: 30 | UNIT: g | NAME: gruyère
QTY: 1/2 | UNIT: cuillères | NAME: thé de sel
QTY: 1 | UNIT: pincées | NAME: cannelle moulue
QTY: 40 | UNIT: g | NAME: farine
QTY: 250 | UNIT: ml | NAME: lait
QTY: 220 | UNIT: g | NAME: sucre
QTY: 100 | UNIT: g | NAME: emmental râpés
QTY: 50 | UNIT: g | NAME: amandes effilées
QTY: 1 | UNIT: tasses | NAME: courgette râpées
QTY: 1/2 | UNIT: cuillères | NAME: marjolaine
QTY: 1 | UNIT: cuillères | NAME: café d'huile de tournesol
QTY: 300 | UNIT: g | NAME: sucre
QTY: 100 | UNIT: g | NAME: fromage blanc à 0 %
QTY: 90 | UNIT: g | NAME: farine
QTY: 460 | UNIT: g | NAME: farine
QTY: N/A | UNIT: unité(s) | NAME: beurre et farine pour le moule
QTY: 50 | UNIT: g | NAME: pistaches épluchées
QTY: N/A | UNIT: unité(s) | NAME: rhum
QTY: N/A | UNIT: unité(s) | NAME: emmental râpé
QTY: 2 | UNIT: unité(s) | NAME: oeufs bien frais
QTY: N/A | UNIT: unité(s) | NAME: sucre glace
QTY: 250 | UNIT: ml | NAME: purée de citrouille
QTY: N/A | UNIT: unité(s) | NAME: noix de coco rapée , etc
QTY: 100 | UNIT: g | NAME: farine blanche + 100 g de farine complète aux 5 céréales
QTY: 150 | UNIT: g | NAME: sucre glace
QTY: 90 | UNIT: g | NAME: sucre
QTY: 170 | UNIT: g | NAME: noix de coco en poudre
QTY: 150 | UNIT: g | NAME: fruits rouges surgelés
QTY: 15 | UNIT: unité(s) | NAME: cerneaux de noix
QTY: 1 | UNIT: cuillères à café | NAME: farine
QTY: 60 | UNIT: g | NAME: cerneau de noix
QTY: 70 | UNIT: g | NAME: chocolat
QTY: 3 | UNIT: cuillères à soupe | NAME: crème fraîche épaisse
QTY: 2 | UNIT: pots | NAME: cassonade
QTY: 160 | UNIT: g | NAME: sucre roux
QTY: 1 | UNIT: sachets | NAME: levure sans gluten
QTY: 1 | UNIT: unité(s) | NAME: chèvre frais
QTY: N/A | UNIT: unité(s) | NAME: tomate séchée marinées dans de l'huile
QTY: 220 | UNIT: ml | NAME: lait
QTY: 7 | UNIT: cuillères à soupe | NAME: noix de coco rapée
QTY: 120 | UNIT: g | NAME: cassonade ou sucre blanc
QTY: 20 | UNIT: g | NAME: beurre
QTY: 60 | UNIT: g | NAME: noisettes en morceaux
QTY: N/A | UNIT: unité(s) | NAME: zeste d'orange
QTY: 125 | UNIT: g | NAME: crème dessert au chocolat
QTY: 2 | UNIT: unité(s) | NAME: citrons jaunes
QTY: 60 | UNIT: g | NAME: farine de châtaigne
QTY: 175 | UNIT: g | NAME: cerises
QTY: 50 | UNIT: g | NAME: amandes en poudre
QTY: 100 | UNIT: g | NAME: sucre
QTY: 50 | UNIT: cl | NAME: coulis de framboise
QTY: 1 | UNIT: unité(s) | NAME: bonnes cuillères à café de rhum
QTY: 1 | UNIT: pincées | NAME: muscade
QTY: 70 | UNIT: g | NAME: reblochon
QTY: 60 | UNIT: g | NAME: chocolat
QTY: 3 | UNIT: unité(s) | NAME: bonnes cuillères d'amandes en poudre
QTY: 6 | UNIT: unité(s) | NAME: carrés de chocolat
QTY: 80 | UNIT: g | NAME: cassonade
QTY: 1 | UNIT: sachets | NAME: levure alsacienne
QTY: 1.5 | UNIT: pots | NAME: sucre
QTY: 8 | UNIT: cl | NAME: lait
QTY: 1/2 | UNIT: cuillères à soupe | NAME: maïzena
QTY: 30 | UNIT: g | NAME: sucre ou plus selon les goûts
QTY: 2 | UNIT: unité(s) | NAME: compote de pomme sans sucres ajoutés
QTY: 70 | UNIT: g | NAME: sucre en poudre
QTY: 115 | UNIT: g | NAME: beurre
QTY: 150 | UNIT: g | NAME: mûres
QTY: 1 | UNIT: bouquets | NAME: garnis
QTY: 80 | UNIT: g | NAME: noix
QTY: N/A | UNIT: unité(s) | NAME: pralin
QTY: 3 | UNIT: cuillères à café | NAME: miel liquide
QTY: 100 | UNIT: g | NAME: carotte râpées
QTY: 1 | UNIT: cuillères à soupe | NAME: margarine
QTY: 150 | UNIT: g | NAME: patate douce
QTY: 1 | UNIT: unité(s) | NAME: citrons pressé
QTY: 100 | UNIT: g | NAME: cassonade
QTY: 1 | UNIT: unité(s) | NAME: yaourts natures
QTY: 100 | UNIT: g | NAME: All-Bran®
QTY: 180 | UNIT: g | NAME: rhubarbe en dés
QTY: 50 | UNIT: g | NAME: noisettes entières salées
QTY: 6 | UNIT: cuillères à soupe | NAME: édulcorant Canderel
QTY: 4 | UNIT: unité(s) | NAME: carottes
QTY: 100 | UNIT: g | NAME: sucre cristal
QTY: 1 | UNIT: pincées | NAME: mélange 5 baies
QTY: 10 | UNIT: unité(s) | NAME: nougat
QTY: 2 | UNIT: unité(s) | NAME: carottes
QTY: 1 | UNIT: bouquets | NAME: laurier
QTY: 50 | UNIT: g | NAME: cerneaux de noix de pécan concassés
QTY: 20 | UNIT: cl | NAME: eau
QTY: 150 | UNIT: g | NAME: sucre blanc
QTY: 6 | UNIT: cl | NAME: huile
QTY: 1 | UNIT: cuillères | NAME: levure
QTY: 50 | UNIT: g | NAME: Parmesan
QTY: 500 | UNIT: g | NAME: pois chiches
QTY: 40 | UNIT: g | NAME: feta
QTY: 75 | UNIT: g | NAME: beurre pommade
QTY: 1 | UNIT: cuillères à café | NAME: curcuma
QTY: 100 | UNIT: g | NAME: gruyère râpé
QTY: 1/2 | UNIT: cuillères à café | NAME: muscade
QTY: 6 | UNIT: unité(s) | NAME: champignons de Paris
QTY: 40 | UNIT: cl | NAME: farine
QTY: 1 | UNIT: unité(s) | NAME: grosses poignées de basilic ciselé
QTY: 3 | UNIT: unité(s) | NAME: gouttes d'extrait de vanille
QTY: 350 | UNIT: g | NAME: babeurre
QTY: 120 | UNIT: g | NAME: farine tamisée
QTY: N/A | UNIT: unité(s) | NAME: citron + le complément en huile pour arriver à 40 g
QTY: 3 | UNIT: cuillères à soupe | NAME: raisins secs
QTY: 60 | UNIT: g | NAME: beurre fondu
QTY: 2 | UNIT: cuillères à soupe | NAME: concentré de tomates
QTY: 75 | UNIT: g | NAME: beurre
QTY: 220 | UNIT: unité(s) | NAME: farine
QTY: 20 | UNIT: cl | NAME: lait demi-écrémé
QTY: N/A | UNIT: unité(s) | NAME: confiture
QTY: 200 | UNIT: g | NAME: sucre en poudre
QTY: 1 | UNIT: boîtes | NAME: ananas en morceaux de bonne qualité
QTY: 1/2 | UNIT: unité(s) | NAME: poivrons rouges
QTY: 70 | UNIT: g | NAME: pépites de chocolat
QTY: 1/2 | UNIT: unité(s) | NAME: oignons blancs émincé
QTY: 240 | UNIT: g | NAME: banane écrasées
QTY: 130 | UNIT: g | NAME: beurre doux
QTY: 100 | UNIT: g | NAME: farine de blé
QTY: N/A | UNIT: unité(s) | NAME: muscade
QTY: 150 | UNIT: g | NAME: chorizo
QTY: 1 | UNIT: unité(s) | NAME: beaux morceaux de bûche de chèvre
QTY: 2 | UNIT: unité(s) | NAME: oeufs selon la grosseur
QTY: 115 | UNIT: g | NAME: farine
QTY: 2 | UNIT: cuillères à soupe | NAME: raisins secs
QTY: 1 | UNIT: dl | NAME: eau
QTY: 150 | UNIT: g | NAME: poudre de noisette
QTY: N/A | UNIT: unité(s) | NAME: lait ou blanc
QTY: 1 | UNIT: cuillères à café | NAME: piment d'Espelette
QTY: 1 | UNIT: pincées | NAME: tabasco
QTY: 400 | UNIT: g | NAME: chocolat noir
QTY: 2 | UNIT: tasses | NAME: pépites de chocolat
QTY: 150 | UNIT: g | NAME: chocolat
QTY: 17 | UNIT: cl | NAME: lait
QTY: 2 | UNIT: unité(s) | NAME: brins de ciboulette
QTY: 30 | UNIT: g | NAME: farine d'épeautre
QTY: 200 | UNIT: g | NAME: chocolat noir
QTY: 375 | UNIT: g | NAME: farine mélangée à 1 sachet de levure
QTY: 50 | UNIT: g | NAME: sucre
QTY: 1 | UNIT: cuillères à soupe | NAME: quatre-épices
QTY: 1 | UNIT: unité(s) | NAME: poignées de raisins secs
QTY: 3 | UNIT: unité(s) | NAME: jaunes d'oeuf
QTY: 3 | UNIT: unité(s) | NAME: fruits de la passion ou 2 gros
QTY: 110 | UNIT: g | NAME: poudre de noisette
QTY: 115 | UNIT: g | NAME: sucre blanc
QTY: 25 | UNIT: cl | NAME: crème fraîche
QTY: 3 | UNIT: unité(s) | NAME: fraises
QTY: 1 | UNIT: unité(s) | NAME: pâtes feuilletées
QTY: 1 | UNIT: cuillères à soupe | NAME: crème fraîche épaisse
QTY: 2 | UNIT: unité(s) | NAME: yaourts
QTY: 50 | UNIT: g | NAME: maïzena
QTY: N/A | UNIT: unité(s) | NAME: chocolat
QTY: 1 | UNIT: cuillères à soupe | NAME: curry
QTY: 2 | UNIT: unité(s) | NAME: citrons verts
QTY: 50 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: boîtes | NAME: ananas au sirop
QTY: N/A | UNIT: unité(s) | NAME: gruyère râpé
QTY: 15 | UNIT: unité(s) | NAME: tomates séchées
QTY: 50 | UNIT: g | NAME: flocons d'avoine
QTY: 1 | UNIT: unité(s) | NAME: champignons
QTY: 1 | UNIT: pincées | NAME: cannelle et gingembre en poudre
QTY: 1 | UNIT: cuillères à soupe | NAME: rases d'estragon
QTY: 20 | UNIT: cl | NAME: lait
QTY: 4 | UNIT: tranches | NAME: cheddar
QTY: 70 | UNIT: g | NAME: framboises
QTY: 125 | UNIT: g | NAME: chocolat pâtissier
QTY: 25 | UNIT: g | NAME: raisins secs
QTY: 5 | UNIT: unité(s) | NAME: carré frais
QTY: 1 | UNIT: sachets | NAME: levure
QTY: 10 | UNIT: cl | NAME: lait .
QTY: 100 | UNIT: g | NAME: lait
QTY: 25 | UNIT: g | NAME: maïzena
QTY: 1/4 | UNIT: cuillères à café | NAME: cannelle
QTY: 200 | UNIT: g | NAME: framboises
QTY: 25 | UNIT: cl | NAME: lait
QTY: 3 | UNIT: cuillères à café | NAME: miel
QTY: 80 | UNIT: g | NAME: farine de riz
QTY: 25 | UNIT: g | NAME: sucre brun
QTY: 100 | UNIT: g | NAME: sucre
QTY: 235 | UNIT: g | NAME: pépites de chocolat
QTY: 50 | UNIT: g | NAME: sucre roux
QTY: 75 | UNIT: ml | NAME: beurre doux fondu
QTY: 10 | UNIT: g | NAME: cacao
QTY: N/A | UNIT: unité(s) | NAME: confiture de fruits rouges
QTY: 100 | UNIT: g | NAME: noix de cajou
QTY: 3 | UNIT: unité(s) | NAME: tomates
QTY: 3 | UNIT: unité(s) | NAME: bananes bien mûres
QTY: 1 | UNIT: unité(s) | NAME: yaourts de brebis
QTY: 2 | UNIT: tranches | NAME: saumon fumé coupé en lamelles
QTY: 360 | UNIT: g | NAME: farine de riz
QTY: 3 | UNIT: cuillères à soupe | NAME: noix de coco rapée
QTY: 14 | UNIT: g | NAME: levure chimique
QTY: 100 | UNIT: g | NAME: tomates séchées
QTY: 30 | UNIT: g | NAME: sucre
QTY: 200 | UNIT: g | NAME: margarine ou de beurre
QTY: 15 | UNIT: g | NAME: amandes en poudre
QTY: 3/4 | UNIT: sachets | NAME: levure chimique
QTY: 2 | UNIT: pots | NAME: yaourt nature
QTY: N/A | UNIT: unité(s) | NAME: son de blé
QTY: 100 | UNIT: g | NAME: Nutella
QTY: 10 | UNIT: cl | NAME: lait
QTY: 3 | UNIT: cuillères à soupe | NAME: orange
QTY: 2 | UNIT: cuillères | NAME: levure instantanée
QTY: 1/2 | UNIT: unité(s) | NAME: poivrons verts
QTY: 300 | UNIT: g | NAME: thon en boîte égoutté
QTY: 375 | UNIT: g | NAME: lait
QTY: 125 | UNIT: g | NAME: sucre
QTY: 12.5 | UNIT: cl | NAME: crème
QTY: 1 | UNIT: unité(s) | NAME: jaunes d'oeuf
QTY: 220 | UNIT: g | NAME: farine
QTY: 30 | UNIT: g | NAME: farine de pois chiches
QTY: 200 | UNIT: g | NAME: beurre doux
QTY: 1 | UNIT: unité(s) | NAME: pommes
QTY: 50 | UNIT: g | NAME: beurre fondu
QTY: 85 | UNIT: g | NAME: farine
QTY: 55 | UNIT: g | NAME: sucre roux
QTY: N/A | UNIT: unité(s) | NAME: extrait de vanille ou 1 sachet de sucre vanillé
